Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;jan/17;Competência;Data de atualização
UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (368555);Odontológica;Grande;1;;100,00;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO COOPERATIVA TRABALHO ODONTOLOGICO DE PARA DE MINAS (323632);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604);Odontológica;Médio;6;;0,00;;;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA (362824);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE ARARAQUARA COOPERATIVA DE TRABALHO ODONTOLÓGICO (316997);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE BRAGANÇA PAULISTA COOP DE TRABALHO ODONTOLÓGICO (306193);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494);Odontológica;Grande;;;;;;;;;;;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183);Odontológica;Pequeno;;;;;;;0,00;0,00;0,00;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA (301647);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258);Odontológica;Médio;;7;;0,00;50,00;66,67;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIODONTO DE JACAREÍ - COOPERATIVA ODONTOLÓGICA DE JACAREÍ (343056);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569);Odontológica;Médio;;;;;;;;;;0,00;0,00;0,00;;;201712;05/02/2018 11:09:28
UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA (347795);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA (350770);Odontológica;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404);Odontológica;Médio;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA (336238);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE RONDONIA COOPERATIVA LTDA. (336025);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE RORAIMA - COOPERATIVA DE TRABALHO ODONTOLÓGICO (418242);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO (313751);Odontológica;Grande;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE SÃO LUIS - COOP. DOS C. D. DO ESTADO DO MARANHÃ (369616);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE SC COOPERATIVA ADMINISTRADORAS DE CONTRATOS (342203);Odontológica;Médio;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA (334243);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA (350290);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA (350630);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS (314315);Odontológica;Médio;;;;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA (318230);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO DUQUE DE CAXIAS COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (382337);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA. (341894);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS (358436);Odontológica;Grande;1;1;100,00;100,00;;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
UNIODONTO ITAPERUNA/RJ COOPERATIVA DE TRABALHO ODONTOLOGICO (317772);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO JUIZ DE FORA COOPERATIVA DE SAÚDE ODONTOLÓGICA LTDA. (327441);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA (401919);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO MACAÉ - COOPERATIVA ODONTOLÓGICA (300195);Odontológica;Pequeno;1;;100,00;;;;;;100,00;100,00;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA (321125);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA (381144);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE (303291);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO PASSOS - COOPERATIVA ODONTOLÓGICA (419729);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO (361593);Odontológica;Grande;1;;100,00;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (402109);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA (346004);Odontológica;Médio;1;;100,00;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO PIRASSUNUNGA - COOPERATIVA ODONTOLÓGICA (378941);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA (315818);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA (366439);Odontológica;Médio;;7;;0,00;0,00;0,00;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA (344451);Odontológica;Médio;;;;;;;0,00;0,00;0,00;;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIODONTO RESENDE - COOPERATIVA ODONTOLOGICA (406121);Odontológica;Pequeno;4;3;60,00;75,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO RIO GRANDE-LITORAL COOPERATIVA ODONTOLOGICA LTDA (367966);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA (305421);Odontológica;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIODONTO SÃO CARLOS -  COOPERATIVA ODONTOLÓGICA (335525);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA (303259);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO (314871);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO SUL CAPIXABA COOPERATIVA ODONTOLOGICA (370711);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO SUL FLUMINENSE COOP DE TRAB ODONTOLOGICO LTDA (363171);Odontológica;Médio;;;;;;;0,00;0,00;0,00;;;;;;201712;05/02/2018 11:09:28
UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (370568);Odontológica;Médio;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO VALE DO SINOS COOPERATIVA ODONTOLÓGICA LTDA (406295);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA (382655);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO VITÓRIA - COOPERATIVA DE TRABALHO ODONTOLOGICO (308277);Odontológica;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIODONTO-NORDESTE, CENTRAL REGIONAL DAS COOP. ODONT. DO NORD. DO BRASIL (416177);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE (345318);Odontológica;Médio;;;;;;;;;;;;;;100,00;201712;05/02/2018 11:09:28
UNIVERSAL PLANO ODONTOLOGICO LTDA (413348);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
USODONTO PLANOS DE SAÚDE LTDA (419061);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
VIEIRA ASSISTÊNCIA ODONTOLÓGICA LTDA (419915);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
VIP ASSISTENCIA ODONTOLOGICA LTDA. (405582);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
WM ADMINISTRAÇÃO DE PLANOS ODONTOLÓGICOS LTDA. (351628);Odontológica;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
